Timestamp,still01-bf-pid.DV01-lit4003.level-% => (Aggregate=TimeAverage2),still01-bf-pid.CV01-pmp4000a.cmdspd-hz => (Aggregate=TimeAverage2),still01-bf-pid.PV01-fit4008.volflow-gpm => (Aggregate=TimeAverage2),still01-bf-pid.SP.volflow-gpm => (Aggregate=TimeAverage2)
7/15/2025 8:15:33 AM,49.663789225,47.6862,83.377914,83
7/15/2025 8:15:34 AM,49.623955,47.73,83.377914,83
7/15/2025 8:15:35 AM,49.623955,47.73,83.210646822,83
7/15/2025 8:15:36 AM,49.623955,47.73,83.19144,83
7/15/2025 8:15:37 AM,49.623955,47.67104,83.19144,83
7/15/2025 8:15:38 AM,49.623955,47.51,83.19144,83
7/15/2025 8:15:39 AM,49.623955,47.55005,82.65910614,83
7/15/2025 8:15:40 AM,49.623955,47.66,82.5993,83
7/15/2025 8:15:41 AM,49.623955,47.64404,82.5993,83
7/15/2025 8:15:42 AM,49.623955,47.6,82.5993,83
7/15/2025 8:15:43 AM,49.623955,47.6,82.5993,83
7/15/2025 8:15:44 AM,49.623955,47.6,82.5993,83
7/15/2025 8:15:45 AM,49.623955,47.6208,82.7112822,83
7/15/2025 8:15:46 AM,49.623955,47.68,82.7247,83
7/15/2025 8:15:47 AM,49.623955,47.66964,82.7247,83
7/15/2025 8:15:48 AM,49.623955,47.64,82.7247,83
7/15/2025 8:15:49 AM,49.623955,47.65542,82.76347632,83
7/15/2025 8:15:50 AM,49.623955,47.7,82.76822,83
7/15/2025 8:15:51 AM,49.623955,47.67936,82.76822,83
7/15/2025 8:15:52 AM,49.623955,47.62,82.76822,83
7/15/2025 8:15:53 AM,49.623955,47.62,82.76822,83
7/15/2025 8:15:54 AM,49.623955,47.62,82.76822,83
7/15/2025 8:15:55 AM,49.623955,47.62514,83.188286086,83
7/15/2025 8:15:56 AM,49.623955,47.64,83.245026,83
7/15/2025 8:15:57 AM,49.623955,47.6706,83.245026,83
7/15/2025 8:15:58 AM,49.623955,47.76,83.245026,83
7/15/2025 8:15:59 AM,49.623955,47.72698,83.606702856,83
7/15/2025 8:16:00 AM,49.623955,47.63,83.65649,83
7/15/2025 8:16:01 AM,49.623955,47.63506,83.65649,83
7/15/2025 8:16:02 AM,49.623955,47.65,83.65649,83
7/15/2025 8:16:03 AM,49.60177009,47.6752,83.65649,83
7/15/2025 8:16:04 AM,49.51191,47.75,83.65649,83
7/15/2025 8:16:05 AM,49.51191,47.7374,82.647332075,83
7/15/2025 8:16:06 AM,49.51191,47.7,82.508415,83
7/15/2025 8:16:07 AM,49.51191,47.73024,82.508415,83
7/15/2025 8:16:08 AM,49.51191,47.82,82.508415,83
7/15/2025 8:16:09 AM,49.51191,47.8375,82.23975616,83
7/15/2025 8:16:10 AM,49.51191,47.89,82.20032,83
7/15/2025 8:16:11 AM,49.51191,47.89,82.20032,83
7/15/2025 8:16:12 AM,49.51191,47.89,82.20032,83
7/15/2025 8:16:13 AM,49.51191,47.89,82.20032,83
7/15/2025 8:16:14 AM,49.51191,47.89,82.20032,83
7/15/2025 8:16:15 AM,49.51191,47.89,82.19359118,83
7/15/2025 8:16:16 AM,49.51191,47.89,82.19255,83
7/15/2025 8:16:17 AM,49.505180034,47.91233,82.19255,83
7/15/2025 8:16:18 AM,49.470367,48,82.19255,83
7/15/2025 8:16:19 AM,49.470367,48,81.81178136,83
7/15/2025 8:16:20 AM,49.470367,48,81.75031,83
7/15/2025 8:16:21 AM,49.470367,48.00594,81.75031,83
7/15/2025 8:16:22 AM,49.470367,48.03,81.75031,83
7/15/2025 8:16:23 AM,49.470367,48.00636,81.75031,83
7/15/2025 8:16:24 AM,49.470367,47.91,81.75031,83
7/15/2025 8:16:25 AM,49.470367,47.94136,82.57760638,83
7/15/2025 8:16:26 AM,49.470367,48.07,82.71565,83
7/15/2025 8:16:27 AM,49.470367,48.05236,83.47665743,83
7/15/2025 8:16:28 AM,49.470367,47.98,83.60364,83
7/15/2025 8:16:29 AM,49.470367,47.9878,83.60364,83
7/15/2025 8:16:30 AM,49.470367,48.02,83.60364,83
7/15/2025 8:16:31 AM,49.470367,47.99866,83.60364,83
7/15/2025 8:16:32 AM,49.470367,47.91,83.60364,83
7/15/2025 8:16:33 AM,49.470367,47.9334,83.43315942,83
7/15/2025 8:16:34 AM,49.470367,48.03,83.40378,83
7/15/2025 8:16:35 AM,49.470367,47.98947,83.40378,83
7/15/2025 8:16:36 AM,49.470367,47.82,83.40378,83
7/15/2025 8:16:37 AM,49.470367,47.86224,82.44058101,83
7/15/2025 8:16:38 AM,49.470367,48.04,82.26927,83
7/15/2025 8:16:39 AM,49.470367,48.00371,82.26927,83
7/15/2025 8:16:40 AM,49.470367,47.85,82.26927,83
7/15/2025 8:16:41 AM,49.470367,47.87457,82.26927,83
7/15/2025 8:16:42 AM,49.470367,47.98,82.26927,83
7/15/2025 8:16:43 AM,49.470367,47.94976,83.552566936,83
7/15/2025 8:16:44 AM,49.470367,47.82,83.789764,83
7/15/2025 8:16:45 AM,49.470367,47.80872,82.89453064,83
7/15/2025 8:16:46 AM,49.470367,47.76,82.72401,83
7/15/2025 8:16:47 AM,49.470367,47.78444,82.72401,83
7/15/2025 8:16:48 AM,49.470367,47.89,82.72401,83
7/15/2025 8:16:49 AM,49.470367,47.89,82.72401,83
7/15/2025 8:16:50 AM,49.470367,47.89,82.72401,83
7/15/2025 8:16:51 AM,49.470367,47.91405,82.57313648,83
7/15/2025 8:16:52 AM,49.470367,48.02,82.54397,83
7/15/2025 8:16:53 AM,49.470367,48.02184,82.54397,83
7/15/2025 8:16:54 AM,49.470367,48.03,82.54397,83
7/15/2025 8:16:55 AM,49.470367,48.03,83.15550664,83
7/15/2025 8:16:56 AM,49.470367,48.03,83.27899,83
7/15/2025 8:16:57 AM,49.470367,48.01726,82.89129526,83
7/15/2025 8:16:58 AM,49.470367,47.96,82.81245,83
7/15/2025 8:16:59 AM,49.470367,47.9425,82.81245,83
7/15/2025 8:17:00 AM,49.470367,47.86,82.81245,83
7/15/2025 8:17:01 AM,49.470367,47.86175,82.81245,83
7/15/2025 8:17:02 AM,49.470367,47.87,82.81245,83
7/15/2025 8:17:03 AM,49.470367,47.87875,83.72938072,83
7/15/2025 8:17:04 AM,49.470367,47.92,83.92523,83
7/15/2025 8:17:05 AM,49.470367,47.93914,83.92523,83
7/15/2025 8:17:06 AM,49.470367,48.03,83.92523,83
7/15/2025 8:17:07 AM,49.470367,48.00578,83.4944047,83
7/15/2025 8:17:08 AM,49.470367,47.89,83.39661,83
7/15/2025 8:17:09 AM,49.470367,47.91064,83.39661,83
7/15/2025 8:17:10 AM,49.470367,48.01,83.39661,83
7/15/2025 8:17:11 AM,49.470367,48.00324,83.39661,83
7/15/2025 8:17:12 AM,49.470367,47.97,83.39661,83
7/15/2025 8:17:13 AM,49.470367,47.93846,83.4571232,83
7/15/2025 8:17:14 AM,49.470367,47.78,83.47141,83
7/15/2025 8:17:15 AM,49.44466588,47.81116,83.47141,83
7/15/2025 8:17:16 AM,49.269577,47.97,83.47141,83
7/15/2025 8:17:17 AM,49.269577,47.96352,82.93584148,83
7/15/2025 8:17:18 AM,49.269577,47.93,82.80528,83
7/15/2025 8:17:19 AM,49.269577,47.94431,82.80528,83
7/15/2025 8:17:20 AM,49.269577,48.02,82.80528,83
7/15/2025 8:17:21 AM,49.269577,48.02,82.80528,83
7/15/2025 8:17:22 AM,49.269577,48.02,82.80528,83
7/15/2025 8:17:23 AM,49.269577,48.02,82.71127765,83
